Year,Month,Day,Month #,Day #,Week#,Kitchen waste (t),Fruit and vegetable waste (t),Bread Paste (t),Waste oil (t),Total Waste (t),Daily landfilled amount (t),Diesel waste water (m³),Flour and waste oil (m³),Kitchen waste paste (m³),Daily water consumption (m³),Daily electricity consumption (kWh),Insect medium with pulp (m³),#1 acidification hydrolysis tank feed (m³),#1 acidification hydrolysis tank discharge (m³),#2 acidification hydrolysis tank feed (m³),#2 acidification hydrolysis tank discharge (m³),#1 Anaerobic tank slurry feed (m³),#1 Anaerobic tank biogas cumulative production (m³),#1 anaerobic tank biogas daily output (m³),#2 Anaerobic tank slurry feed (m³),#2 anaerobic tank biogas cumulative production (m³),#2 anaerobic tank biogas daily output (m³),Daily water consumption (m³)2,Daily electricity consumption (kWh)2,Boiler cumulative gas consumption (m³),Boiler daily gas consumption (m³),Total Biogas Production,Torch burning time (min),Amount of flocculant (kg),Water treatment amount (m³),Digestate production (t) ,Daily electricity consumption (kWh)3,Water treatment capacity (m³)2,Emissions (m³),Dissolved Oxygen in Oxygen Pool (mg/L),#1 Contact Oxidation Cell Dissolved Oxygen (mg/L),#2 Contact Oxidation Cell Dissolved Oxygen (mg/L),#3 Contact Oxidation Cell Dissolved Oxygen (mg/L),Daily electricity consumption (kWh)4,Circulating liquid PH value,Maximum tower temperature (℃),Minimum tower temperature (℃),Air intake H2S content (PPM),Exhaust H2S content (PPM),Daily water consumption (m³)3,TotalElecCons,TotalWaterCons
2016,September,6,10,281,41,142.34,6.85,0,11.42,149.19,26.99,0,0,134,15,1500,0,0,0,134,260,130,812738,3974,130,1113447,3818,13,1280,256070,254,7792,717,17,194,0.00,460,212,151,1.48,2.08,2.15,3.37,1040,3.98,,,2300,1026,8,4280,28
2016,September,7,10,282,41,138.71,18.69,0,12.01,157.4,22.04,0,26,115,10,1240,0,0,0,115,150,75,818505,5767,75,1118678,5231,19,1170,256400,330,10998,1270,15,250,0.00,540,171,136,0.74,2.61,2.2,3.4,960,4.11,,,2650,980,9,3910,29
2016,September,8,10,283,41,132.38,9.12,0,15.7,141.5,3.71,0,22,98,11,1050,0,0,0,98,80,40,821630,3125,40,1122292,3614,5,1250,256811,441,6739,1030,9,84,14.99,330,198,169,0.96,2.9,1.9,2.15,880,2.68,,,2350,680,0,3510,16
2016,September,9,10,284,41,147.65,29.87,0,10.8,177.52,0,0,34,104,13,1280,0,0,0,104,104,52,825006,3376,52,1126621,4329,12,1280,257133,322,7705,1137,9,166,0.00,380,220,173,1.22,1.82,1.43,1.93,960,2.53,,,2600,458,0,3900,25
2016,September,10,10,285,41,78.85,14.21,0,12,93.06,0,0,0,80,11,1220,0,0,0,80,160,80,828750,3744,80,1130189,3668,75,1170,257483,350,7412,1160,14,183,0.00,460,214,165,0.99,2.04,1.39,1.42,1040,2.56,,,2250,436,0,3890,86
2016,September,11,10,286,41,82,22.47,0,15.18,104.47,0,0,22,0,0,0,0,0,0,0,162,81,829901,1151,81,1131915,1626,11,960,257651,168,2777,410,8,104,0.00,300,219,178,1.19,3.4,1.75,1.64,880,2.53,,,2300,316,0,2140,11
2016,September,12,10,287,41,144.02,39.13,0,11.38,183.15,0,0,0,131,27,1750,0,0,0,131,170,85,832216,2315,85,1135283,3368,17,1010,285014,363,5683,809,16,153,0.00,570,203,158,0.81,2.12,1.54,2.29,960,2.61,,,2600,355,6,4290,44
2016,September,13,10,288,42,153.22,33.48,0,13.61,186.7,16.67,0,0,80,16,1190,0,0,0,80,130,65,835913,3697,65,1140119,4836,5,1040,258320,306,8533,1066,11,176,34.31,380,182,137,0.49,3.19,2.21,1.67,880,2.52,,,2550,318,7,3490,21
2016,September,14,10,289,42,137.33,35.22,0,11.35,172.55,37.25,0,0,93,19,900,0,0,0,93,120,60,838366,2453,60,1144074,3955,8,1040,258614,294,6408,800,5,32,0.00,220,157,83,0.46,2.24,2.04,1.58,880,3.32,,,,592,1,3040,27
2016,September,15,10,290,42,73.97,9.16,0,7.77,83.13,0,0,44,0,2,0,0,0,0,0,74,37,838951,585,37,1144206,132,3,880,258891,277,717,0,10,82,0.00,380,180,140,0.51,2.08,1.22,1.2,800,2.84,,,,496,0,2060,5
2016,September,16,10,291,42,80.05,7.84,0,13.94,87.89,34.37,0,0,107,15,1830,0,0,0,107,80,40,839419,468,40,1144955,749,10,930,259171,280,1217,0,8,102,0.00,220,174,92,0.77,2.5,1.91,1.75,800,2.86,,,,401,0,3780,25
2016,September,17,10,292,42,68.95,0,0,9.65,68.95,3.58,0,0,0,10,0,0,0,0,0,110,55,839419,0,55,1145748,793,9,880,259400,229,793,0,5,81,16.48,300,166,134,0.31,1.3,1.53,3.66,960,0,,,,,4,2140,19
2016,September,18,10,293,42,140.58,8.5,0,15.57,149.08,29.25,0,0,101,17,680,0,0,0,101,100,50,839959,540,50,1147157,1417,21,1090,259756,356,1957,0,11,118,0.00,300,93,56,0.49,0.73,0.47,0.77,880,2.67,,,,127,1,2950,38
2016,September,19,10,294,42,129.01,25.39,0,14.14,154.4,31.09,15,0,70,16,920,0,0,0,70,130,65,839997,38,65,1148138,981,24,1010,260050,294,1019,0,11,146,0.00,380,195,83,0.23,0.51,0.74,1.47,1280,2.63,,,,450,1,3590,40
2016,September,20,10,295,43,146.17,15.62,0,15.18,161.79,27.91,0,22,71,8,1080,0,0,0,71,180,101,841650,1653,101,1149766,1628,14,1120,260104,351,3281,0,11,172,0.00,410,193,96,0.27,0.37,0.45,0.66,1360,2.59,,,,512,0,3970,22
2016,September,21,10,296,43,132.47,15.48,0,15.33,147.95,25.01,0,0,65,5,840,0,0,0,65,180,90,842851,1201,90,1150459,693,14,1090,260635,234,1894,0,15,210,17.02,380,193,97,0.3,0.38,0.5,0.53,1440,2.57,,,,292,0,3750,19
2016,September,22,10,297,43,143.46,28.15,0,11.37,171.61,37.03,0,22,55,15,1070,0,0,0,55,110,66,845741,2890,66,1153589,3130,7,1090,261015,380,6020,860,15,234,0.00,540,173,130,0.22,0.43,0.45,0.8,1280,2.51,,,,460,0,3980,22
2016,September,23,10,298,43,128.54,40.26,0,5.53,168.8,34.31,0,0,81,11,1090,0,0,0,81,130,65,849141,2400,65,1157274,3685,8,1110,261227,212,6085,1030,15,138,0.00,380,198,112,0.18,0.31,0.78,1.22,1280,2.5,,,,400,0,3860,19
2016,September,24,10,299,43,102.21,38.6,0,17.06,140.81,24.99,0,22,105,21,1280,0,0,0,105,180,90,854116,4975,90,1162702,5428,8,1090,262105,878,10403,1165,14,212,0.00,430,193,106,0.65,0.79,0.7,1.38,1120,2.5,,,,,0,3920,29
2016,September,25,10,300,43,73.48,16.03,0,15.27,89.51,0,0,44,0,0,0,0,0,0,0,100,50,858216,4145,50,1167753,5051,11,1070,263036,931,9196,1225,10,124,17.91,350,186,135,1.95,3.14,3.33,3.48,800,2.5,,,,300,0,2220,11
2016,September,26,10,301,43,136.26,32.4,0,13.4,168.66,36.24,0,0,132,36,1040,0,0,0,132,150,75,862989,4728,75,1173532,5779,9,1130,264077,1041,10507,1290,18,273,17.67,620,108,38,2.32,2.4,3.24,2.35,720,2.5,,,,307,0,3510,45
2016,September,27,10,302,44,148.62,49.46,0,15.05,198.08,31.41,0,0,101,46,2240,0,0,0,101,110,55,867848,4859,55,1178349,4817,11,1130,264693,622,9676,646,16,139,14.94,310,194,90,2.72,3.16,2.53,2.77,960,2.5,,,,224,0,4640,57
2016,September,28,10,303,44,157.22,31.9,0,13.12,189.12,29.08,0,0,162,26,1280,0,0,0,162,230,155,873348,5100,75,1182349,4000,8,730,265028,335,9100,1198,20,249,11.39,460,193,82,1.44,3.31,3.19,2.08,960,2.5,,,,400,0,3430,34
2016,September,29,10,304,44,131.83,61.28,0,9.08,193.11,2.6,0,0,154,7,1010,0,0,0,154,170,110,880000,6652,60,1186660,4311,17,970,265248,220,10963,1350,21,0,0.00,700,205,94,1.7,3,2.83,2.79,1120,2.5,,,,460,0,3800,24
2016,September,30,10,305,44,125.45,8.84,0,9.5,134.29,0,0,24,100,6,1360,0,0,0,100,170,90,886104,6105,80,1191728,5068,14,1040,265491,243,11173,1263,26,280,19.59,670,235,133,0.61,0.89,0.63,0.82,960,2.48,,,,450,1,4030,20
2016,October,1,11,306,44,48.21,17,0,6.13,65.21,26.32,0,0,86,7,640,0,0,0,86,130,70,889883,3779,60,1195361,3633,11,1010,265807,316,7412,890,15,188,0.00,410,279,174,0.68,0.98,0.59,0.77,1040,2.41,,,,460,0,3100,18
2016,October,2,11,307,44,64.62,18.29,0,14.67,82.91,0,0,44,0,0,0,0,0,0,0,90,67,892338,2455,67,1198269,2908,6,930,266063,256,5363,520,0,0,0.00,270,270,196,0.55,0.53,0.66,0.56,960,2.48,,,,365,0,2160,6
2016,October,3,11,308,44,68.46,7.73,0,10.59,76.19,23.2,0,0,0,5,0,0,0,0,0,120,60,894530,2192,60,1201680,3411,7,1220,266322,259,5603,1360,13,125,0.00,220,273,160,0.51,0.6,0.51,0.57,880,2.41,,,,328,0,2320,12
2016,October,4,11,309,45,49.89,16.6,0,8.73,66.49,0,0,22,0,0,0,0,0,0,0,112,56,896330,2200,56,1204980,3300,0,930,266541,219,5500,1081,13,158,17.29,380,159,173,0.47,0.43,0.61,0.75,880,2.43,,,,350,0,2190,0
2016,October,5,11,310,45,54.15,48.19,0,12.03,102.34,27.16,0,0,81,73,1120,0,0,0,81,210,105,898330,2000,105,1207600,3620,6,1090,266901,360,5620,888,15,131,0.00,380,266,87,0.33,0.41,0.49,0.99,960,2.44,,,,360,0,3550,79
2016,October,6,11,311,45,50.48,63.76,0,11.72,114.24,22.05,0,0,133,11,1440,0,0,0,133,170,85,899928,1598,85,1210203,2603,5,1170,267235,334,4201,920,16,271,0.00,460,253,779,0.21,0.27,0.38,0.57,1280,2.36,,,450,351,0,4350,16
2016,October,7,11,312,45,70.23,44.02,0,11.39,114.25,20.78,0,22,62,10,960,0,0,0,62,160,80,901557,1629,80,1213001,2798,13,930,267607,372,4427,750,15,190,0.00,570,189,74,0.57,0.68,0.6,0.51,1280,2.36,,,450,371,1,3740,23
2016,October,8,11,313,45,119.38,14.97,0,12.81,134.35,16.69,0,0,157,0,1040,0,0,0,157,220,110,903504,1947,110,1215697,2696,5,1060,267882,275,4643,392,15,188,0.00,380,248,66,0.44,0.75,0.72,0.68,1600,2.33,,,450,585,0,4080,5
2016,October,9,11,314,45,118.56,24.51,0,14.97,143.07,26.75,0,22,70,6,960,0,0,0,70,220,121,906090,2586,121,1218280,2583,12,1010,268133,251,5169,1182,26,269,14.40,270,221,70,0.24,0.4,0.51,0.74,1520,2.3,,,450,800,0,3760,18
2016,October,10,11,315,45,118.54,38.01,0,13.54,156.55,26.83,0,22,152,14,1200,0,0,0,152,260,141,909845,3755,141,1222656,4376,3,1060,269078,845,8131,620,26,313,0.00,540,280,87,0.27,0.33,0.49,0.5,1600,2.32,,,450,700,0,4400,17
2016,October,11,11,316,46,124.7,46.79,0,14.69,171.49,23.86,0,0,116,15,1440,0,0,0,116,185,110,915195,5350,75,1226617,3961,18,1010,269768,690,9311,1198,25,296,16.60,640,273,56,0.29,0.42,0.52,0.51,1600,2.34,,,450,30,0,4690,33
2016,October,12,11,317,46,116.06,56.11,0,13.03,172.17,30.81,0,0,118,19,1520,0,0,0,118,250,125,920149,4954,125,1230640,4023,23,1220,270093,325,8977,1262,22,320,0.00,420,355,78,0.19,0.23,0.43,0.56,1440,2.39,,,450,0,1,4600,42
2016,October,13,11,318,46,132.64,66.6,0,12.97,199.24,25.46,0,66,122,18,1650,0,0,0,122,240,120,925709,5560,120,1236236,5596,3,1140,270484,391,11156,1315,31,408,0.00,810,301,70,0.38,0.5,0.38,0.41,1440,2.43,,,,1024,0,5040,21
2016,October,14,11,319,46,121.6,67.29,0,16.78,188.89,20.32,0,22,114,11,1120,0,0,0,114,70,70,928192,2483,35,1239506,3270,13,1220,270991,507,5753,1120,16,229,15.50,570,337,80,0.27,0.28,0.39,0.58,1680,2.45,,,550,92,0,4590,24
2016,October,15,11,320,46,61.54,67.35,0,13.6,128.89,37.95,0,0,80,19,1360,0,0,0,80,145,45,930167,1975,100,1243062,3556,16,880,271238,247,5531,1260,17,111,35.48,300,321,69,0.39,0.5,0.57,0.77,1520,2.53,,,600,68,0,4060,35
2016,October,16,11,321,46,61.24,0,0,12.86,61.24,0,22,44,0,0,0,0,0,0,0,20,43,931767,1600,43,1245762,2700,16,960,271502,262,4300,1000,12,110,0.00,330,210,130,0.35,0.62,0.81,0.84,1440,2.55,,,600,60,0,2730,16
2016,October,17,11,322,46,134.33,59.63,0,12.85,193.96,30.61,0,0,94,10,1600,0,94,80,0,170,125,935064,3297,125,1249520,3758,12,1060,271767,265,7055,1098,22,244,0.00,640,277,91,0.21,0.31,0.37,1,1520,2.55,,,,50,0,4820,22
2016,October,18,11,323,47,149.99,58.8,0,10.76,208.79,34.01,0,30,136,8,1600,0,136,18,0,0,90,938826,3767,90,1253821,4301,6,1060,272338,571,8068,1180,30,404,29.27,600,266,68,0.18,0.25,0.38,0.67,1520,2.62,,,,,0,4780,14
2016,October,19,11,324,47,128.84,59.9,0,10.21,188.74,19.01,0,0,138,9,1680,0,138,270,0,0,135,943871,5045,135,1258230,4409,7,1060,274166,1828,9454,1020,36,283,31.42,560,442,159,0.22,0.25,0.3,0.44,1200,2.72,,,,,0,4500,16
2016,October,20,11,325,47,145.16,44.54,0,15.52,189.7,42.43,0,0,187,9,1440,0,187,160,0,140,150,944805,934,150,1259347,1117,6,980,0,0,2051,0,24,266,34.41,410,659,159,0.25,0.47,0.48,0.38,1040,2.76,,,,,0,3870,15
2016,October,21,11,326,47,60.63,8.63,0,7.65,69.26,15.87,0,0,76,9,720,0,76,140,0,90,115,944805,0,115,1259347,0,2,660,0,0,0,0,11,427,0.00,800,704,234,0.67,0.45,0.53,0.75,960,2.76,,,,,0,3140,11
2016,October,22,11,327,47,80.76,22.82,0,1.79,103.58,14.52,20,22,89,10,1120,0,89,110,22,40,86,947585,2780,86,1261977,2630,9,1060,275593,1427,5410,720,27,330,0.00,570,659,202,0.69,0.4,0.45,0.8,800,3.18,,,,1024,8,3550,19
2016,October,23,11,328,47,89.12,16.5,0,13.46,105.62,0,33,22,0,4,320,0,0,100,33,50,92,950412,2827,92,1265329,3352,12,1060,277255,1662,6179,200,23,236,0.00,480,626,339,0.59,1.53,1.52,1.63,880,3.7,,,,300,0,2740,16
2016,October,24,11,329,47,151.26,58.42,0,12.57,209.68,37.09,0,22,126,12,1520,0,126,240,0,0,120,954421,4009,120,1269326,3997,-1,1010,279433,2178,8006,585,27,308,10.73,510,547,161,0.33,1.12,1.43,1.55,800,3.06,,,,1024,0,3840,11
2016,October,25,11,330,48,151.64,58.28,0,13.02,209.92,35.79,71,22,156,14,2000,0,156,280,71,0,140,959155,4734,140,1274045,4719,1,1270,281543,2110,9453,795,30,373,14.48,830,517,26,0.82,1.23,1.37,1.35,880,4.23,,,,1024,0,4980,15
2016,October,26,11,331,48,135.39,44.22,0,13.11,179.61,30.06,0,22,145,9,1360,0,145,230,0,80,155,963962,4807,155,1278692,4647,1,1140,283671,2128,9454,300,33,359,0.00,570,620,0,0.76,4.92,1.26,1.35,1040,6.88,,,,194,0,4110,10
2016,October,27,11,332,48,142.87,52.53,0,13.57,195.4,35.18,0,22,190,11,1280,0,190,280,0,0,140,967994,3032,140,1283002,4310,6,1140,284765,1094,7342,1160,37,374,15.15,570,458,0,1.44,1.74,1.94,1.9,1200,5.65,,,800,1024,3,4190,17
2016,October,28,11,333,48,143.6,7.83,0,15.92,151.43,21.72,44,0,119,9,880,0,119,184,0,0,92,971533,3539,92,1287100,4098,7,1140,285918,1153,7637,980,27,277,47.30,700,381,0,0.97,1.19,1.24,1.4,1120,4.3,,,,700,0,3840,16
2016,October,29,11,334,48,104.79,28.65,0,11.94,133.44,23.79,0,0,174,6,880,0,174,200,0,0,100,974849,3316,100,1290779,3679,2,1060,287062,1144,6995,988,26,233,51.41,410,762,0,0.99,1.3,1.47,1.58,1014,3.23,,,,500,0,3364,8
2016,October,30,11,335,48,75.6,16.61,0,15.3,92.21,0,0,44,0,0,0,0,0,120,0,0,60,977548,2699,60,1294029,3250,5,1060,288022,960,5949,660,16,160,0.00,380,369,0,0.87,2.06,1.62,1.56,880,3.06,,,,350,0,2320,5
2016,October,31,11,336,48,128.76,32.64,0,11.11,161.4,0,0,0,128,14,1350,0,128,240,0,0,120,980919,3371,120,1297920,3025,6,1140,289242,1220,6396,730,28,302,17.12,490,573,258,2.43,1.38,1.34,1.92,1040,3.33,,,,360,1,4020,20
2016,November,1,12,337,49,150.57,40.94,0,4.69,191.51,48.24,0,22,55,3,1800,0,55,180,0,0,90,985553,4634,90,1302557,4637,1,1220,289922,680,9271,1100,16,126,0.00,560,482,177,1.76,1.27,1.58,1.92,1040,3.28,,,600,485,0,4620,4
2016,November,2,12,338,49,150,24.09,0,11.34,174.09,32.71,0,22,110,5,840,0,110,140,0,0,70,990286,4733,70,1306465,3908,6,1220,291674,1752,8641,800,17,248,16.66,800,319,116,0.67,1.48,1.07,1.44,960,3.34,,,600,812,0,3820,11
2016,November,3,12,339,49,152.38,14.7,0,11.35,167.08,18.97,0,22,130,5,1210,0,130,120,0,40,80,994332,4046,80,1310700,4235,10,1220,293924,2250,8281,700,21,297,0.00,670,432,117,0.47,1.46,1.91,1.79,960,3.54,,,600,213,3,4060,15
2016,November,4,12,340,49,143.33,16.25,0,12.82,159.58,14.49,0,44,171,6,1280,0,171,100,0,0,50,999118,4786,50,1315786,5086,4,1140,296170,2246,9872,780,24,319,17.22,590,489,158,0.55,1.3,1.2,1.57,880,3.55,,,600,398,2,3890,10
2016,November,5,12,341,49,102.2,46.13,0,15.83,148.33,27.85,0,44,104,10,1200,0,104,160,0,0,80,1003888,4770,80,1320700,4914,9,1220,298242,2072,9684,855,23,302,35.00,620,469,146,2.22,2.92,2.87,2.29,1040,4.88,,,,228,0,4080,19
2016,November,6,12,342,49,66.35,17.52,0,14.51,83.87,0,0,0,0,7,1360,0,0,160,0,0,80,1007636,3748,80,1324506,3230,-4,1140,300590,2348,6978,323,20,202,17.41,420,521,146,1.47,2.49,2.72,2.71,1040,6.7,,,,237,0,3960,3
2016,November,7,12,343,49,118.87,32.66,0,13.36,151.53,28.49,0,22,271,14,1440,0,271,220,0,0,110,1012916,5280,110,1328817,4311,5,1140,303167,2577,9591,180,26,345,16.84,750,414,0,1.01,2.52,1.42,1.67,1040,4.24,,,,515,1,4370,19
2016,November,8,12,344,50,157.53,28.42,0,13.1,185.95,37.81,0,22,147,8,1680,0,147,200,0,0,100,1017171,4255,100,1332874,4057,6,1220,304914,1747,8312,705,24,304,0.00,580,406,100,0.83,1.65,1.37,1.52,960,3.48,,,,680,0,4440,14
2016,November,9,12,345,50,154.2,17.76,0,8.61,171.96,24.28,0,44,188,4,1440,0,188,180,0,0,90,1021816,4645,90,1336556,3682,7,1190,307014,2100,8327,350,21,327,0.00,530,339,82,0.57,1.12,1.46,1.38,880,3.2,,,,163,0,4040,11
2016,November,10,12,346,50,167.53,17.21,0,14.08,184.74,24.42,0,44,137,6,1440,0,137,140,0,0,70,1026536,4720,70,1339932,3376,2,1220,309606,2592,8096,297,21,237,28.39,610,419,33,0.37,0.45,0.5,0.73,880,3.02,,,,207,0,4150,8
2016,November,11,12,347,50,176.71,19.47,0,16.72,196.18,23.51,0,44,148,6,1680,0,148,140,0,0,70,1031039,4503,70,1343425,3493,8,1220,312377,2171,7996,140,33,305,0.00,670,438,0,0.48,0.41,0.78,1.25,1120,2.92,,,2000,213,1,4690,14
2016,November,12,12,348,50,108.75,18.16,0,17.19,126.91,18.7,0,44,194,8,1340,0,194,140,0,0,70,1034814,3775,70,1347012,3587,7,1220,315141,2764,7362,0,26,250,55.81,480,352,0,0.42,0.57,0.67,1.05,960,2.79,,,1600,208,0,4000,15
2016,November,13,12,349,50,112.35,17.36,0,15.16,129.71,0,77,0,0,0,320,0,0,90,0,0,35,1038616,3802,55,1350704,3692,15,1220,317621,2480,7494,0,30,239,0.00,1010,280,0,0.55,0.53,0.75,1.33,1040,2.79,,,1600,247,0,3590,15
2016,November,14,12,350,50,146.53,17.86,0,12.93,164.39,33.24,0,0,183,10,1680,0,183,200,0,0,100,1042556,3940,100,1354780,3555,8,1250,320480,2859,7495,14,29,244,0.00,1010,276,0,0.36,0.55,0.74,0.81,960,2.74,,,2000,224,0,4900,18
2016,November,15,12,351,51,200.61,17.32,0,12.6,217.93,26.05,66,0,185,6,2130,0,185,170,0,0,85,1046094,3538,85,1358613,3592,6,1220,322313,1833,7130,226,19,246,35.63,660,234,0,0.49,0.64,0.72,0.75,800,2.68,,,2000,212,1,4810,12
2016,November,16,12,352,51,179.18,17.22,0,16.89,196.4,23.07,0,0,202,6,1440,0,202,240,0,0,120,1051014,4920,120,1363528,4915,9,1270,326750,2437,9835,380,33,300,0.00,820,312,0,0.31,0.72,0.91,0.93,880,2.62,,,1700,246,0,4410,15
2016,November,17,12,353,51,176.14,23.12,0,7.6,199.26,25.53,0,0,137,7,1360,0,137,160,0,0,80,1055091,4077,80,1367813,4285,5,1140,326202,1452,8362,300,29,300,15.23,600,577,0,0.36,0.41,0.88,0.94,1120,2.6,,,1100,218,0,4220,12
2016,November,18,12,354,51,177.65,0,0,16.27,177.65,19.67,0,0,180,8,1600,0,180,130,0,0,65,1058061,2970,65,1371220,3407,8,1140,327396,1194,6377,425,13,114,0.00,330,147,0,0.31,0.36,0.53,1.12,880,2.55,,,1500,222,0,3950,16
2016,November,19,12,355,51,147.55,9.65,0,12.86,157.2,16.02,44,0,85,9,800,0,85,130,0,0,65,1061430,3369,65,1374585,3365,4,1190,328050,654,6734,545,14,127,48.86,570,86,0,0.35,0.81,1.02,0.98,720,2.52,,,1700,185,0,3280,13
2016,November,20,12,356,51,136.97,0,0,15.66,136.97,0,0,0,0,0,240,0,0,40,0,0,20,1063570,2080,20,1376803,3724,13,930,328487,437,5804,502,9,0,0.00,380,184,0,0.7,0.57,0.6,0.64,640,2.47,,,1700,176,0,2190,13
2016,November,21,12,357,51,186.01,9.02,0,12.22,195.03,26.84,0,0,195,10,144,0,195,60,0,0,30,1065357,1797,30,1378457,1634,13,960,328999,512,3431,300,10,844,15.89,330,119,0,0.15,0.18,0.28,0.76,560,2.47,,,1700,100,0,1994,23
2016,November,22,12,358,52,188.74,26.23,0,9.53,214.97,22.86,0,0,158,14,1520,0,158,180,0,0,90,1068736,3013,90,1381450,3793,4,1010,329464,465,6806,600,26,990,0.00,490,130,0,0.21,0.27,0.51,0.68,640,2.45,,,400,120,0,3660,18
2016,November,23,12,359,52,197.19,58.96,0,12.51,256.15,32.18,0,0,162,11,1680,0,162,310,0,0,155,1073813,5077,155,1385203,3753,11,1140,330129,665,8830,1105,29,266,0.00,570,253,192,0.25,0.21,0.5,0.68,800,2.56,,,1700,100,7,4190,22
2016,November,24,12,360,52,151.08,8.48,0,12.65,159.56,25.3,44,0,162,15,1600,0,162,160,0,0,80,1078393,4580,80,1388883,3680,9,1350,332266,2137,8260,270,34,380,19.95,590,296,179,0.56,0.75,0.85,0.67,960,2.5,,,1800,132,0,4500,24
2016,November,25,12,361,52,161.086,37.45,0,8.75,198.536,33.16,0,0,173,22,2080,0,173,160,0,0,80,1082694,4301,80,1392318,3435,7,1380,334654,2388,7736,60,22,275,0.00,420,347,0,0.36,0.56,0.55,0.76,560,2.47,,,1500,83,0,4440,29
2016,November,26,12,362,52,106.02,61.2,0,11.39,167.22,29.28,0,0,166,11,1760,0,166,200,0,0,100,1087286,4592,100,1395884,3566,7,1430,336777,2133,8158,250,23,316,18.83,590,354,30,0.55,0.5,0.47,0.72,960,2.4,,,1700,96,0,4740,18
2016,November,27,12,363,52,88.04,24.6,0,14.99,112.64,0,44,0,0,0,160,0,0,140,0,0,70,1091190,3902,70,1399056,3172,5,1220,339077,2300,7074,530,20,271,0.00,640,290,68,0.51,0.44,0.43,0.45,800,2.47,,,1500,80,0,2820,5
2016,November,28,12,364,52,153.95,17.23,0,11.75,171.18,43.63,0,0,265,5,2880,0,265,210,0,0,105,1095189,3999,105,1402703,3647,7,1220,340950,1873,7646,600,26,334,31.28,1000,466,16,0.22,0.25,0.29,0.33,960,2.43,,,1600,20,0,6060,12
2016,November,29,12,365,53,143.85,34.85,0,14.88,178.7,0,44,0,152,22,2450,0,152,170,0,0,85,1099467,4278,85,1405914,3211,9,1220,343180,2230,7489,310,35,244,32.35,3100,269,9,0.58,0.52,0.33,0.42,880,2.31,,,1800,0,1,7650,31
2016,November,30,12,366,53,150.72,24.89,0,16.18,175.61,0,22,0,275,26,1960,0,275,300,0,0,150,1103897,4430,150,1409888,3974,11,1270,345598,2418,8404,220,35,312,15.61,580,265,24,0.27,0.32,0.34,0.39,960,2.29,,,2100,0,0,4770,37
2016,December,1,13,367,53,140.61,16.37,0,13.64,156.98,20.43,44,0,154,3,1290,0,154,180,0,30,105,1108168,4271,105,1413708,3820,13,1330,347946,2348,8091,575,23,242,34.67,1370,373,16,0.36,0.41,0.43,0.4,960,2.31,,,2200,0,3,4950,16
2016,December,2,13,368,53,132.97,18.2,0,14.8,151.17,38.17,0,0,157,2,1500,0,157,220,0,0,110,1113223,5055,110,1418393,4685,23,1270,349502,1556,9740,976,27,285,34.05,520,307,19,0.29,0.44,0.36,0.39,640,2.32,,,2100,0,1,3930,25
2016,December,3,13,369,53,108.06,17.13,0,14.43,125.19,25.48,55,0,120,13,1590,0,177,210,0,0,105,1118000,4777,105,1422980,4587,7,1140,350850,1348,9364,880,27,256,13.39,1170,218,23,0.23,0.41,0.27,0.28,720,2.31,,,2000,0,0,4620,20
2016,December,4,13,370,53,81.51,18.05,0,14.65,99.56,0,22,0,0,2,820,0,0,170,0,0,96,1122115,4115,96,1427296,4316,11,1140,352128,1278,8431,1220,19,228,24.23,460,409,25,0.18,0.39,0.25,0.27,800,2.3,,,2500,0,0,3220,13
